Number,Subsidy_Contract_Number,Star_Level,Star_Level_Cat,Star_Effective_Date,Facility_Name,Address,City,Zip,Phone,Capacity
K820033667,58845,,1,2/17/2010,"CAVANAUGH, RONDA CHILD CARE HOME",425 FAIRVIEW,BLACKWELL,74631,(580) 823-0414,7
K820040200,54561,,1,11/1/2009,"MURET, CHANNA CHILD CARE HOME",832 N 6TH,BLACKWELL,74631,(580) 363-0557,7
K830007316,,,1,1/8/2013,BLACKWELL HEAD START AND EARLY HEAD START,624 W. LINCOLN,BLACKWELL,74631,(580) 363-5566,90
K830053286,,,1,8/9/2016,"RIGHT AT SCHOOL AT BRIDGE CREEK ELEMENTARY, LLC",2209 EAST SOONER ROAD,BLANCHARD,73010,(224) 250-5524,30
K820052271,,,1,1/8/2015,"ZINK, LINDSAY CHILD CARE HOME",553 HIGHGROVE DR.,BLANCHARD,73010,(405) 431-6642,7
K830024663,,,1,12/12/2016,"ROOM TO GROW, LLC.",107 S. MAIN ST,BLANCHARD,73010,(405) 476-5258,30
K820049887,58962,,1,3/1/2013,"PRICE, KARI CHILD CARE HOME",26359 MAY AVENUE,BLANCHARD,73010,(405) 485-8038,12
K820039852,,,1,12/29/2006,"SHANNON, PAM CHILD CARE HOME",BOX 151,BLANCHARD,73010,(405) 485-2530,12
K830021595,,,1,12/29/2006,JESUS' LAMBS MOTHERS DAY OUT,1101 N. MAIN,BLANCHARD,73010,(405) 485-3579,41
K830052740,,,1,8/13/2015,BOISE CITY HEAD START,402 S.E. 4TH ST,BOISE CITY,73933,(580) 544-2116,40
K830052921,,,1,3/18/2016,KIDDIE KORRAL CHILD CARE CENTER,905 HUNTER AVE,BOSWELL,74727,(580) 566-2186,30
K820051246,,,1,6/3/2013,"BACON, SHARADA CHILD CARE HOME",586 E 2060 ROAD,BOSWELL,74727,(580) 372-1585,7
K830022550,,,1,1/5/2007,BOSWELL HEADSTART,604 N. 7TH ST.,BOSWELL,74727,(580) 566-2729,40
K830021839,,,1,12/4/2006,BRAGGS HEAD START,300 MADDEN AVE.,BRAGGS,74423,(918) 487-7143,28
K820053103,,,1,12/12/2016,"LAWSON, KATIE CHILD CARE HOME",13008 S. 121ST E AVE,BROKEN ARROW,74011,(918) 378-4520,7
K820050438,,,1,1/9/2012,"HOFFMAN, MOLLY CHILD CARE HOME",12951 S 152 E AVE,BROKEN ARROW,74011,(918) 688-3131,7
K820050852,,,1,10/15/2012,"KELTNER, PATRICIA CHILD CARE HOME",13440 S 129TH E AVE,BROKEN ARROW,74011,(918) 407-1068,7
K820050945,,,1,11/26/2012,"POPE, KRISTLE CHILD CARE HOME",1164 W FLORENCE COURT,BROKEN ARROW,74011,(918) 804-9918,12
K830051372,,,1,8/22/2013,B&A CONNECTIONS@ASPEN CREEK ECC,2700 W . FLORENCE STREET,BROKEN ARROW,74011,(918) 697-2264,45
K830051373,,,1,8/22/2013,B&A CONNECTIONS @ ASPEN CREEK,2800 W FLORENCE,BROKEN ARROW,74011,(918) 855-5021,60
K830051480,,,1,8/28/2013,ARROW SPRINGS ECC,101 W TWIN OAKS,BROKEN ARROW,74011,(918) 259-7413,40
K820051732,,,1,12/31/2013,"SPARKS, ELLEN CHILD CARE HOME",8500 S DOGWOOD AVE,BROKEN ARROW,74011,(918) 455-6942,7
K820051793,,,1,5/13/2014,"WHITE, ANNA CHILD CARE HOME",430 W QUANAH PL,BROKEN ARROW,74011,(918) 812-7999,7
K820051814,,,1,5/13/2014,"JACKSON, MARIE CHILD CARE HOME",2212 W QUINTON ST,BROKEN ARROW,74011,(918) 693-9778,7
K820052093,,,1,9/19/2014,"HAHN, MARILYN CHILD CARE HOME",308 E WACO ST,BROKEN ARROW,74011,(918) 740-3693,7
K820052629,,,1,5/3/2016,"DAVIES, MARIE CHILD CARE HOME",1108 W DURHAM ST,BROKEN ARROW,74011,(918) 625-5423,7
K820052707,,,1,8/10/2015,"SELLERS, SARA CHILD CARE HOME",1201 W AUSTIN PL,BROKEN ARROW,74011,(918) 549-5064,12
K820045901,,,1,10/31/2006,"CREASER, CAROLYN CHILD CARE HOME",316 E WACO ST,BROKEN ARROW,74011,(918) 451-3395,7
K820047564,,,1,4/1/2011,"SEARS, KRISTINA DBA S&K LIMITED, LLC CHILD CARE HOME",105 W WINSTON CT,BROKEN ARROW,74011,(918) 630-7021,7
K820049806,,,1,8/17/2012,"ELLIOTT, WHITNEY CHILD CARE HOME",2316 W QUINTON ST,BROKEN ARROW,74011,(918) 629-4807,7
K820050043,,,1,6/10/2011,"HOOVER, DEBRA CHILD CARE HOME",104 W YUMA COURT,BROKEN ARROW,74011,(918) 451-4558,7
K820010792,,,1,11/1/2001,"GEANS-YOUNG, QUINTON CHILD CARE HOME",1307 W. HOT SPRINGS,BROKEN ARROW,74011,(918) 451-0544,7
K820014723,,,1,11/28/2006,"CLAY, CHERYL CHILD CARE HOME",4012 S. POPLAR AVE.,BROKEN ARROW,74011,(918) 451-0369,7
K820014904,,,1,3/31/2005,"SPRIGGS, PAMELA CHILD CARE HOME",1725 W. BIRMINGHAM,BROKEN ARROW,74011,(918) 455-8362,7
K820017666,17949,,1,11/1/2001,"FRAZIER, JUANITA CHILD CARE HOME",1305 W. OCALA,BROKEN ARROW,74011,(918) 451-0487,7
K820032740,,,1,4/22/2005,"BYRD, VALARIE DBA VALARIE'S DAY CARE, INC. CHILD CARE HOME",2517 W OCALA,BROKEN ARROW,74011,(918) 286-6174,7
K820033063,,,1,11/1/2001,"HUBBARD, SALENA CHILD CARE HOME",4709 S. ASH AVE.,BROKEN ARROW,74011,(918) 449-8234,7
K820044490,,,1,5/9/2005,"LANDINO, LINDA CHILD CARE HOME",8406 WILLOW SPRING COURT,BROKEN ARROW,74011,(918) 706-9630,12
K830022288,,,1,11/28/2006,B&A CONNECTION-LEISURE PARK,4300 S. JUNIPER PL.,BROKEN ARROW,74011,(918) 855-5023,60
K830022289,,,1,11/28/2006,B&A CONNECTION-SPRING CREEK,6801 S. 3RD,BROKEN ARROW,74011,(918) 855-5016,60
K830022290,,,1,11/28/2006,B&A CONNECTION-WOLF CREEK,3000 W. NEW ORLEANS,BROKEN ARROW,74011,(918) 855-5026,60
K830022287,,,1,11/28/2006,B&A CONNECTIONS-LYNN WOOD,1600 W QUINCY AVE,BROKEN ARROW,74012,(918) 855-5017,60
K820053367,,,1,8/24/2016,"PIPPIN, DONNA CHILD CARE HOME",1005 S JUNIPER CT,BROKEN ARROW,74012,(918) 815-7803,7
K830025009,,,1,8/8/2011,B&A CONNECTIONS AT RHOADES,320 E MIDWAY,BROKEN ARROW,74012,(918) 259-4580,60
K820050258,59115,,1,11/4/2016,"HUDSON, DIANNA CHILD CARE HOME",310 S 7TH ST,BROKEN ARROW,74012,(918) 269-0510,7
K830051387,,,1,8/22/2013,B&A CONNECTIONS @ CREEKWOOD,1301 E ALBANY ST,BROKEN ARROW,74012,(918) 259-7413,60
K830051395,,,1,8/22/2013,B&A CONNECTIONS@CREEKWOOD ECC,1351 E ALBANY ST,BROKEN ARROW,74012,(918) 697-2279,45
K820052138,,,1,12/10/2014,"LAGLE, TAMMY CHILD CARE HOME",1124 N HICKORY DR,BROKEN ARROW,74012,(918) 286-3843,7
K820052685,,,1,12/16/2015,"TAPLEY, CHRISTINE CHILD CARE HOME",305 E UNIONTOWN ST,BROKEN ARROW,74012,(918) 812-3265,7
K820045566,,,1,9/23/2010,"GRAY, MARY CHILD CARE HOME",3325 N 8TH ST.,BROKEN ARROW,74012,(918) 899-1964,7
K820046937,,,1,11/30/2007,"JONES, CHRISTINA CHILD CARE HOME",4422 W URBANA CT,BROKEN ARROW,74012,(918) 806-2135,12
K820047690,59027,,1,6/21/2016,"ROBINSON, KRISTEN CHILD CARE HOME",4616 N SYCAMORE AVE,BROKEN ARROW,74012,(918) 813-3806,7
K830024667,,,1,9/11/2009,COUNTRY LANE INTERMEDIATE B&A CONNECTIONS,251 E OMAHA,BROKEN ARROW,74012,(918) 855-5107,60
K820049203,,,1,12/21/2009,"SAGER, CLAUDINE CHILD CARE HOME",4824 W UNIONTOWN ST,BROKEN ARROW,74012,(918) 252-2448,7
K820049448,,,1,6/4/2010,"SCOTT, SHANNON CHILD CARE HOME",3124 N. 2ND STREET,BROKEN ARROW,74012,(918) 955-4388,7
K830024953,,,1,6/25/2011,COUNCIL OAKS LEARNING CAMPUS LLC,2009 W WASHINGTON STREET,BROKEN ARROW,74012,(918) 455-0074,251
K820010749,14781,,1,11/1/2001,"WARD, DARLENE CHILD CARE HOME",1509 W FULTON PL,BROKEN ARROW,74012,(918) 451-3003,7
K820012433,,,1,12/8/2014,"CHADWELL, GAYLA CHILD CARE HOME",1808 W COLLEGE CT,BROKEN ARROW,74012,(918) 344-3447,7
K820018290,,,1,11/1/2001,"BLEAM, JUDY CHILD CARE HOME",3001 N 2ND ST.,BROKEN ARROW,74012,(918) 355-5690,12
K820018294,50396,,1,11/1/2001,"MARTIN,SHERYL CHILD CARE HOME",2015 W TOLEDO ST,BROKEN ARROW,74012,(918) 258-5966,7
K820031276,,,1,5/7/2003,"MILLER, STEPHANEY CHILD CARE HOME",1100 E VANCOUVER ST,BROKEN ARROW,74012,,7
K820031933,,,1,4/1/2015,"WARE,NANCY CHILD CARE HOME",2304 W. GARY,BROKEN ARROW,74012,(918) 286-8368,7
K820033120,,,1,10/19/2005,"ROSENTHAL, KIMBERLY CHILD CARE HOME",2624 W. QUINCY ST,BROKEN ARROW,74012,(918) 286-7411,12
K820034761,,,1,6/2/2003,"BUEDDEN, JANET CHILD CARE HOME",1613 S CHESTNUT AVE,BROKEN ARROW,74012,(918) 258-5830,12
K820036277,,,1,11/1/2001,"WALKER,MIRIAM CHILD CARE HOME",1604 S CYPRESS,BROKEN ARROW,74012,(918) 249-8940,7
K830006832,,,1,2/26/2013,B&A CONNECTION-ARROWHEAD,915 W. NORMAN,BROKEN ARROW,74012,(918) 855-5021,40
K830006833,,,1,11/1/2001,B&A CONNECTIONS-VANDEVER,2200 S LIONS AVE,BROKEN ARROW,74012,(918) 855-5020,40
K830020433,,,1,11/28/2006,WEEKDAY EARLY EDUCATION,3201 S. ELM PL.,BROKEN ARROW,74012,(918) 451-1815,144
K830020434,,,1,11/28/2006,ST. STEPHEN'S WEEKDAY SCHOOL,400 W. NEW ORLEANS,BROKEN ARROW,74012,(918) 455-4202,75
K830022086,,,1,11/28/2006,SALVATION ARMY BOYS CLUB,1400 W WASHINGTON,BROKEN ARROW,74012,(918) 258-7545,150
K830022286,,,1,11/28/2006,B&A CONNECTION-OAKCREST,405 E. RICHMOND,BROKEN ARROW,74012,(918) 855-5018,60
K830022301,,,1,11/28/2006,B&A CONNECTION-COUNTRY LANE,301 E. OMAHA,BROKEN ARROW,74012,(918) 855-5015,60
K830022873,,,1,11/28/2006,SMALL WORLD LEARNING CENTER,200 E BROADWAY,BROKEN ARROW,74012,(918) 258-8502,257
K830023024,,,1,11/28/2006,RHEMA CHILD DEVELOPMENT CENT,1025 W KENOSHA,BROKEN ARROW,74012,(918) 258-0594,400
K820035820,,,1,10/13/2006,"CORTES, RACHAEL DEE CHILD CARE HOME",813 E INDIANAPOLIS ST,BROKEN ARROW,74012,(918) 991-9396,12
K820053505,,,1,10/20/2016,"CLINTON, MARY LAVON CHILD CARE HOME",19816 E. 36 ST S,BROKEN ARROW,74014,(918) 289-5233,7
K820050719,,,1,7/23/2012,"ROBISON, LACEY ANNE CHILD CARE HOME",3400 E. JERSEY ST.,BROKEN ARROW,74014,(918) 637-1425,7
K820051325,,,1,7/3/2013,ASHLEY NICOLE KENDALL CHILD CARE HOME,9329 S 255TH E AVE,BROKEN ARROW,74014,(918) 949-5052,7
K830051407,,,1,8/22/2013,B&A CONNECTIONS @ PARK LANE ECC,7700 S. SHELBY LANE,BROKEN ARROW,74014,(918) 259-7413,40
K820052121,,,1,9/15/2014,"BENGE, THERESA CHILD CARE HOME",19710 E. 44TH PL. SOUTH,BROKEN ARROW,74014,(918) 605-9970,7
K820052122,,,1,9/8/2014,"DRAKE, COLLYN CHILD CARE HOME",27118 E. 84TH ST. S.,BROKEN ARROW,74014,(918) 639-3364,7
K820052755,,,1,8/9/2015,"ELLIOTT, BRITTANY CHILD CARE HOME",9222 S. 251ST E. AVE.,BROKEN ARROW,74014,(918) 850-7290,7
K820052773,,,1,8/17/2015,"STILLWELL, SHANNON CHILD CARE HOME",4088 S. 213TH E. AVE.,BROKEN ARROW,74014,(918) 355-3352,7
K820044800,58096,,1,6/1/2015,"YARBROUGH, PATTI JEANENE CHILD CARE HOME",3500 EAST VAIL,BROKEN ARROW,74014,(918) 355-1401,12
K820047654,,,1,11/8/2010,"JENKINS, LISA ALISON CHILD CARE HOME",19717 E. 38TH STREET,BROKEN ARROW,74014,(918) 231-9881,7
K820049367,,,1,9/6/2010,"MOREN, SHANDA ANN CHILD CARE HOME",3611 E BERKELEY,BROKEN ARROW,74014,(918) 527-2988,7
K820049619,,,1,1/4/2016,"MARTIN, TINA DIANE CHILD CARE HOME",2904 E. NEW HAVEN PL.,BROKEN ARROW,74014,(918) 402-1763,7
K830022303,,,1,12/4/2006,B&A CONNECTIONS @ HIGHLAND PARK,7200 E. QUINCY PL.,BROKEN ARROW,74014,(918) 855-5024,80
K830023529,,,1,8/27/2012,B&A CONNECTIONS @ LIBERTY,4300 S. 209TH E. AVE,BROKEN ARROW,74014,(918) 855-5019,80
K820035453,,,1,2/28/2007,"BLEVINS, GLENA LEA CHILD CARE HOME",2001 N. 30TH STREET,BROKEN ARROW,74014,(918) 638-6642,7
K820036022,52359,,1,11/1/2001,"CURRY, LUCI DANIELLE CHILD CARE HOME",27307 E 94TH ST S,BROKEN ARROW,74014,(918) 279-1205,7
K820042256,,,1,12/4/2006,"BOGGS, GAYLENE V CHILD CARE HOME",7203 S. GAFFORD BLVD,BROKEN ARROW,74014,(918) 357-5906,7
K820045705,58169,,1,6/1/2006,"HOLCOMB, DEBRA K CHILD CARE HOME",9519 HIGHLAND DR,BROKEN ARROW,74014,(918) 258-5836,7
K830022648,,,1,1/5/2007,BROKEN BOW I HEAD START,1008 N PARK DRIVE,BROKEN BOW,74728,(580) 584-6946,20
K820012255,15182,,1,2/20/2004,"JOHNSON, KATHY CHILD CARE HOME",625 E. MEMORIAL,BROKEN BOW,74728,(580) 584-6420,12
K820014030,58032,,1,10/1/2009,"BRAY, SHERRIE CHILD CARE HOME",198 DOE RUN RD.,BROKEN BOW,74728,(580) 584-5465,7
K830003544,,,1,1/5/2007,BROKEN BOW CHOCTAW NATION HEAD START,201 CHAHTA,BROKEN BOW,74728,(580) 584-6680,38
K830007969,,,1,1/5/2007,BROKEN BOW H.S. CTR. III,409 N. BROADWAY,BROKEN BOW,74728,(580) 584-6956,20
K820040560,59567,,1,12/11/2006,"MATA, TERESA CHILD CARE HOME",416 N. HOY,BUFFALO,73834,(580) 735-2495,7
K820050755,,,1,8/20/2012,"TAYLOR, PAMELA CHILD CARE HOME",22325 STATE HIGHWAY 32,BURNEYVILLE,73430,(580) 276-6154,7
K820053395,,,1,10/17/2016,"SHORTER, TARYN CHILD CARE HOME",404 B CHEROKEE,BURNS FLAT,73624,(580) 660-1433,7
K830020072,,,1,1/27/2014,BURNS FLAT/DILL CITY HEADSTART,100 A CIMARRON,BURNS FLAT,73624,(580) 674-3787,26
K820040937,55056,,1,9/30/2002,"VILLEGAS, TORI CHILD CARE HOME",305 MOHAWK TRAIL,BURNS FLAT,73647,(580) 562-3440,7
K820048606,,,1,4/28/2009,"FEEBACK, MARY LYNN CHILD CARE HOME",211 N 5TH ST,CACHE,73527,(580) 678-9010,7
K820048992,58906,,1,9/11/2009,"LAMBERT, KRISTIE-CHILDREN OF THE FUTURE CHILD CARE HOME",18869 SW WOODLAWN RD,CACHE,73527,(580) 429-8102,12
K820052159,,,1,9/19/2014,"NOLTKAMPER, BARBARA CHILD CARE HOME",303 N. 6TH ST.,CALERA,74730,(580) 579-2803,7
K820035699,52097,,1,3/1/2010,"JOHNSON, KIM CHILD CARE HOME",4765 LEMON HILL RD.,CALERA,74730,(580) 434-5160,7
K830007989,,,1,1/5/2007,CALERA HEAD START,112 N. FOURTH STREET,CALERA,74730,(580) 434-5500,20
K820042448,56062,,1,9/8/2003,"MAY, TAMMY CHILD CARE HOME",103 WEST TONNER,CALERA,74730,(580) 434-5811,12
K830052219,,,1,10/15/2014,BIG FIVE HEAD START - CALVIN PUBLIC SCHOOL,222 4TH STREET,CALVIN,74531,(405) 645-2411,17
K830003599,,,1,1/5/2007,CANEY HEADSTART,CANEY PUBLIC SCHOOL,CANEY,74533,(580) 889-6758,22
K830052628,,,1,12/18/2015,TIGER TOTS LEARNING CENTER,301 W POPLAR,CANTON,73724,(580) 886-4182,24
K830005384,,,1,12/11/2006,CHEYENNE ARAPAHO HEAD START,301 1/2 LAKE RD.,CANTON,73724,(580) 886-2817,35
K820051688,,,1,1/6/2014,"LUCAS, KATHRYN D CHILD CARE HOME",316 S. 4TH STREET,CANUTE,73626,(580) 660-6044,7
K820051723,,,1,10/23/2014,"ADAMS, AMANDA CHILD CARE HOME",10585 N 2100 ROAD,CANUTE,73626,(580) 383-8492,7
K830004315,,,1,12/29/2006,KIOWA TRIBE HEAD START,HIGHWAY 9,CARNEGIE,73015,(580) 654-2300,35
K830023086,,,1,12/29/2006,CARNEGIE HEAD START,EAST HWY 9,CARNEGIE,73015,(580) 654-1510,8
K820049186,,,1,8/7/2015,"KORDIS, SARAH ELIZABETH CHILD CARE HOME",120 N. 2ND ST.,CASHION,73016,(405) 698-9913,7
K820050606,,,1,5/22/2012,"WHISTANCE, MELANI LYN CHILD CARE HOME",201 JEFFREY ST.,CATOOSA,74015,(918) 344-0159,7
K820053210,,,1,8/1/2016,"SCHNARS, HOLLY CHILD CARE HOME",1226 FOREST LANE,CATOOSA,74015,(918) 510-0343,7
K820048817,,,1,7/20/2009,"JOHNSON, KRISTY CHILD CARE HOME",24766B S KEETONVILLE RD,CATOOSA,74015,(918) 266-9975,12
K820049784,,,1,8/27/2012,"TREANOR, JODI CHILD CARE HOME",900956 S. GIBSON PL,CHANDLER,74834,(918) 290-0112,7
K820040368,,,1,12/11/2006,"MOBLEY, CAROL CHILD CARE HOME",1125 OAKHILL DR.,CHANDLER,74834,(405) 831-1548,7
K820053378,,,1,9/1/2016,"GUFFEY, HEATHER CHILD CARE HOME",210 DUNCAN,CHECOTAH,74426,(918) 617-2827,7
K820050492,,,1,2/27/2012,"PITTS, MANDI CHILD CARE HOME",203 DUNCAN,CHECOTAH,74426,(918) 843-0362,12
K830025160,,,1,8/8/2012,CHECOTAH HEAD START,214 SE 2ND,CHECOTAH,74426,(918) 473-5272,20
K820008628,,,1,8/9/2006,"PARK, PATRICIA CHILD CARE HOME",HC60 BOX 490,CHECOTAH,74426,(918) 473-5106,7
K820018408,,,1,12/27/2010,"LEATHERS, JOYCE CHILD CARE HOME",401 NW 2ND,CHECOTAH,74426,(918) 473-2478,7
K830021628,,,1,1/5/2007,CHECOTAH CREEK NAT.HEADSTART,302 B ST.,CHECOTAH,74426,(918) 473-0605,40
K830023944,,,1,10/25/2006,C.A.R.D HEAD START-CHELSEA,426 W. 10TH ST.,CHELSEA,74016,(918) 789-2984,20
K820047868,,,1,12/20/2013,"GIBSON, DESIREE KELI CHILD CARE HOME",716 S. OKLAHOMA,CHEROKEE,73728,(580) 884-0291,12
K820042869,,,1,2/25/2005,"WHITE, BARBARA CHILD CARE HOME",719 KANSAS,CHEROKEE,73728,(580) 884-0251,7
K820053545,,,1,11/14/2016,"WILLIAMS, SANDRA CHILD CARE HOME",726 S 17TH STREET,CHICKASHA,73018,(405) 503-7299,7
K820015210,,,1,2/13/2002,"VOEGELI, TAMMY CHILD CARE HOME",2603 S. 19TH STREET,CHICKASHA,73018,(405) 224-1290,12
K820034848,51614,,1,2/3/2003,"STUMPF, DEBBIE CHILD CARE HOME",1201 COLORADO,CHICKASHA,73018,(405) 825-3400,12
K820037238,52947,,1,12/1/2009,"HEADLEY, EARLETTA CHILD CARE HOME",1828 S. 21ST STREET,CHICKASHA,73018,(405) 222-3848,7
K820039748,54293,,1,12/1/2001,"GLASGOW, CAROLYN CHILD CARE HOME",916 VIRGINIA,CHICKASHA,73018,(405) 222-0040,7
K820046036,,,1,2/27/2007,"CAMP, STACY CHILD CARE HOME",110 MOCKINGBIRD LANE,CHICKASHA,73018,(405) 224-5151,7
K830023451,,,1,12/1/2007,CHICKASHA AREA YMCA,725 W. CHICKASHA AVE,CHICKASHA,73018,(405) 224-2281,60
K830001889,,,1,9/3/2004,CHICKASHA HEAD START,1000 W. MINNESOTA AVE.,CHICKASHA,73023,(405) 222-0172,150
K830053411,,,1,9/8/2016,PRIME TIME CHOCTAW ELEMENTARY YMCA,14663 NE 3RD STREET,CHOCTAW,73020,(405) 733-9622,30
K830052584,,,1,5/22/2015,LIFE CHRISTIAN DAY CAMP,3254 CHOCTAW ROAD,CHOCTAW,73020,(405) 390-5081,60
K820004068,,,1,11/1/2001,"WHITE, BETTY CHILD CARE HOME",1232 WHIPPOORWILL NEST,CHOCTAW,73020,(405) 769-6910,7
K820015733,54610,,1,11/1/2001,"LAUDERDALE, PAT CHILD CARE HOME",12712 GREEN OAK DR,CHOCTAW,73020,(405) 769-2362,7
K830021191,26247,,1,10/19/2005,TINKER YMCA PRIME TIME INDIAN MERIDIAN,1865 S INDIAN MERIDIAN,CHOCTAW,73020,(405) 390-8585,28
K830021192,26309,,1,9/1/2009,TINKER YMCA PRIME TIME WESTFALL,13239 NE 10TH,CHOCTAW,73020,(405) 769-3078,17
K830021199,26343,,1,6/1/2016,PRIME TIME NICOMA PARK ELEM.,1200 HICKMAN AVE,CHOCTAW,73020,(405) 769-2445,60
K830021916,,,1,11/28/2006,LIFE CHRISTIAN DC & PRESCHOOL,3200 NORTH CHOCTAW ROAD,CHOCTAW,73020,(405) 737-4902,76
K830053370,,,1,10/19/2016,CARD CHOUTEAU HEAD START,575 W. HARRISON,CHOUTEAU,74337,(918) 476-6551,17
K830025196,,,1,10/3/2012,LEGACY CHRISTIAN SCHOOL,107 E WILL ROGERS BLVD,CLAREMORE,74017,(918) 342-1450,15
K830025230,,,1,2/1/2013,"HAPPY FEET DAYCARE, LLC",16530 S. 4180 RD.,CLAREMORE,74017,(918) 343-5100,28
K820050032,,,1,5/24/2011,MORELAND AMBER DAWN DBA AMBER'S LIL ANGELS CHILDCARE CHILD CARE HOME,629 S. SUNSET DR.,CLAREMORE,74017,(918) 697-5051,7
K830020962,,,1,12/4/2006,STEPPING STONES LEARNING CENTER,1615 N. HWY 88,CLAREMORE,74017,(918) 341-1379,100
K820010601,,,1,11/1/2001,"DUNAWAY, BARBARA A CHILD CARE HOME",14907 SMITH CIRCLE,CLAREMORE,74017,(918) 342-0867,7
K820018856,54734,,1,11/1/2001,"LIST, ROBERTA JEAN CHILD CARE HOME",758 VALENTINE LANE,CLAREMORE,74017,(918) 520-1881,7
K820032046,,,1,7/26/2002,"CUNNINGHAM, PAMELA LYNN CHILD CARE HOME",203 E 12TH PLACE,CLAREMORE,74017,(918) 352-5105,12
K820037974,,,1,8/19/2002,"FREESE, ARTIE E CHILD CARE HOME",620 S. CHOCTAW AVE,CLAREMORE,74017,(918) 342-2511,7
K830020320,,,1,1/8/2014,MUSTARD SEED CHRISTIAN PRESCHOOL,102 E. 4TH,CLAREMORE,74017,(918) 342-4585,87
K820052256,,,1,3/14/2016,"WILLIAMS, SARAH CHILD CARE HOME",23675 S. SOUTHVIEW DR.,CLAREMORE,74019,(918) 824-5705,7
K830022615,,,1,12/4/2006,VERDIGRIS UNITED METHODIST CHURCH,8936 E 530 RD,CLAREMORE,74019,(918) 373-5653,39
K830003908,,,1,1/5/2007,CLAYTON HEAD START,100 PINE ST,CLAYTON,74536,(918) 569-7741,40
K820048839,,,1,9/8/2013,"ROE, TERENA CHILD CARE HOME",401 W. PONCA,CLEVELAND,74020,(918) 527-1717,7
K820015672,16830,,1,11/1/2001,"SUNDBYE, TONYA CHILD CARE HOME",110 BIRCH,CLEVELAND,74020,(918) 358-9091,7
K820030552,,,1,11/1/2001,"MCCULLAH, LANETTE CHILD CARE HOME",819 N LONE PINE DR,CLEVELAND,74020,(918) 691-4448,7
K830021349,,,1,12/11/2006,CLEVELAND HEAD START,908 W CHEROKEE,CLEVELAND,74020,(918) 358-3121,58
K830023560,,,1,12/11/2006,CHEYENNE & ARAPAHO HEAD START,10333 N 2274 RD,CLINTON,73601,(580) 323-1748,45
K820053572,,,1,12/29/2016,"REEVES, DEEDRA CHILD CARE HOME",301 S. 5TH ST,CLINTON,73601,(580) 515-3025,7
K820051269,59499,,1,6/4/2013,"FANSHIER, CASANDRA CHILD CARE HOME",437 S. 23RD PLACE,CLINTON,73601,(580) 309-3734,7
K830052784,,,1,8/21/2015,CLINTON 123 HEAD START,700 AVANT,CLINTON,73601,(580) 323-8181,34
K820047256,,,1,8/6/2007,"WILLIAMS, GINA CHILD CARE HOME",25 CRESTWOOD TERRACE,CLINTON,73601,(580) 445-1244,7
K830024459,,,1,10/6/2008,POP N TOT,224 S. 5TH,CLINTON,73601,(580) 323-0739,30
K820049684,,,1,9/1/2010,"ELIZONDO, BRITTANY CHILD CARE HOME",1014 ORIENT,CLINTON,73601,(580) 715-9451,7
K820016456,16395,,1,2/7/2003,"CASTRO, KAREN CHILD CARE HOME",1646 VANESSA DRIVE,CLINTON,73601,(580) 275-9446,7
K820017102,,,1,8/26/2015,"TUCKER, GAYLA CHILD CARE HOME",1408 NEPTUNE DR,CLINTON,73601,(580) 309-7654,7
K820017105,,,1,11/13/2003,"LEE, NANCY CHILD CARE HOME",427 S 12TH,CLINTON,73601,(580) 515-6328,12
K820039896,54384,,1,12/11/2014,"TRAMMELL, LAVORA CHILD CARE HOME",712 S. 8TH ST.,CLINTON,73601,(580) 323-9411,12
K820042565,56075,,1,3/29/2004,"CROSS, TINA CHILD CARE HOME",415 N. 13TH STREET,CLINTON,73601,(580) 323-1008,7
K820044908,,,1,12/11/2006,"FUENTES, JANET K CHILD CARE HOME",517 S. 6TH,CLINTON,73601,(580) 340-0675,7
K820046191,,,1,3/23/2009,"DALEY, ELIZABETH CHILD CARE HOME",419 S. 11TH ST,CLINTON,73601,(405) 313-3184,7
K830021033,,,1,11/1/2001,COALGATE HEADSTART,111 W. FOX AVENUE,COALGATE,74538,(580) 927-3446,40
K830022196,,,1,1/5/2007,CHOCTAW NATION HEAD START COALGATE,214 VETERANS ST.,COALGATE,74538,(580) 927-1165,15
K830020411,,,1,1/5/2007,COLBERT HEAD START,407 MAUPIN STREET,COLBERT,74733,(580) 296-2738,20
K820050984,,,1,1/8/2013,"VANZANDT, JAQUELINE CHILD CARE HOME",57005 S 730 RD,COLCORD,74338,(918) 422-8825,7
K820052868,,,1,10/19/2015,"GARMAN, KELLY CHILD CARE HOME",19031 US HWY 412,COLCORD,74338,(918) 422-0069,7
K820053102,,,1,6/22/2016,"GARRETT, TRISHA LYNN CHILD CARE HOME",16009 N. MEMORIAL DR.,COLLINSVILLE,74021,(918) 697-2851,7
K820053247,,,1,8/8/2016,"MCMULLEN, HOLLY CHILD CARE HOME",11393 N. 120TH E. AVE,COLLINSVILLE,74021,(918) 906-6071,7
K820051619,,,1,10/31/2013,"HOOD, RANDI KAYLEE CHILD CARE HOME",6125 E 145TH ST N,COLLINSVILLE,74021,(918) 214-4662,7
K820052209,59526,,1,9/25/2014,STRICKLAND CHERRY LEE ANN CHILD CARE HOME,12400 N. 110TH E. AVE,COLLINSVILLE,74021,(918) 327-1550,7
K820046918,,,1,8/12/2008,"MCCOLLEY, KELLI D CHILD CARE HOME",10235 E 156TH ST N,COLLINSVILLE,74021,(918) 519-9829,7
